Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate,City,Attraction_Rank,Year,Month
Reinhard,"Didn't receive an audio guide! I downloaded the app. It worked too, but I don't have the comparison. The rush of tourists is simply too great. You walk around and try to find your bearings.",2023-05-07,3,Germany,Helpful,,True,Barcelona,top1,2023,May
Ariete Catarina,There are no comments available for this review,2023-05-07,5,Spain,,,False,Barcelona,top2,2023,May
Kyujung,I now understand why people come from all over the world to see Gaudi.,2023-05-07,5,Spain,Helpful,,True,Barcelona,top2,2023,May
Rahel,We wanted to take the escalator to the park and that's how it was described to us on the information desk. These are under renovation and we had to walk up all the stairs. It was ok for us - but if someone has trouble walking it will be difficult. I would note this in the information. Otherwise the park was very nice and the staff helpful.,2023-05-07,4,Switzerland,Helpful,,True,Barcelona,top2,2023,May
Anonymous,"Everything was great! There was no need to stand in line, everything was quick and there was no need to wait. I liked the park, it was very beautiful and interesting.",2023-05-07,5,,Helpful,,True,Barcelona,top2,2023,May
Marie Claude,Stunning,2023-05-07,5,Spain,Helpful,,True,Barcelona,top2,2023,May
Bulot,Please note Booking.com does not sufficiently indicate that it is imperative to take the 2 tour options otherwise you can no longer purchase them on site once you have entered.,2023-05-08,5,France,Helpful,,True,Barcelona,top1,2023,May
Herman,There are no comments available for this review,2023-05-08,4,Norway,,,False,Barcelona,top1,2023,May
Anonymous,Great moment Not to be missed under any circumstances,2023-05-08,5,,Helpful,,True,Barcelona,top1,2023,May
fatima,There are no comments available for this review,2023-05-08,5,Portugal,,,False,Barcelona,top1,2023,May
範子,"Sagrada Familia is the most famous building in Barcelona, ​​and it is a beautiful and wonderful building inside and out. I applied for a tour with an audio guide, but I couldn't listen to the audio guide unless I downloaded the app on site.When I told the person in charge nearby, I was guided to an area separated by a rope, where I could listen to the audio guide. They lent me the equipment. In the case of iPhone, it seems that you can't download apps in foreign countries (you have to change the settings for your country which can only be done once a year), so that's the bottleneck.",2023-05-08,5,Japan,Helpful,,True,Barcelona,top1,2023,May
Fabien,"This visit is definitely a must do when you go to Barcelona. The interior is magnificent and very different from other cathedrals or basilicas. The audio guide application is included in the ticket price (take headphones, it's more practical). On the other hand, I am very disappointed to have reserved my tickets on booking.com because they cannot be changed/cancelled and much more expensive than on the site https://sagradafamilia.org",2023-05-08,5,France,Helpful,,True,Barcelona,top1,2023,May
Gerardo,It was very gratifying to know the reason for everything.,2023-05-08,5,Spain,Helpful,,True,Barcelona,top1,2023,May
Raul,There are no comments available for this review,2023-05-08,5,Argentina,,,False,Barcelona,top1,2023,May
wai sheung,good to purchase from Klook and easy to use. you need to early to visit the Park Guell.,2023-05-08,5,,Helpful,,False,Barcelona,top2,2023,May
Mauro,There are no comments available for this review,2023-05-08,5,France,,,False,Barcelona,top2,2023,May
Dale,There are no comments available for this review,2023-05-08,5,United Kingdom,,,False,Barcelona,top2,2023,May
Suet Yee Clara,"Fortunately, we bought the tickets through Klook the day before after reading the reviews and just scanned the QR code to enter the park. We saw many tourists going to the park only to find out that the tickets were sold out.",2023-05-08,5,,Helpful,,True,Barcelona,top2,2023,May
YUEN SHAN,"The park is really beautiful! It is strongly recommended to buy tickets first. There are no tickets available when you arrive on the same day. If you see a tourist, you will go in vain.",2023-05-08,5,,Helpful,,True,Barcelona,top2,2023,May
Yang,Overrated. A must go but don’t get your hopes up too high,2023-05-08,3,,Helpful,,False,Barcelona,top2,2023,May
ENHAO,"Overall it's good, but it's recommended to come early in the morning and take the bus.
If you walk up, you will be very tired, and if you come too late, there will be many people.",2023-05-08,5,,Helpful,,True,Barcelona,top2,2023,May
Yolanda,There are no comments available for this review,2023-05-09,5,United Kingdom,,,False,Barcelona,top1,2023,May
Ana,There are no comments available for this review,2023-05-09,4,Portugal,,,False,Barcelona,top1,2023,May
Roberta,There are no comments available for this review,2023-05-09,4,Spain,,,False,Barcelona,top1,2023,May
Giuseppe,There are no comments available for this review,2023-05-09,5,Italy,,,False,Barcelona,top2,2023,May
Cheptea,There are no comments available for this review,2023-05-10,4,Germany,,,False,Barcelona,top1,2023,May
HAK CHUL,There are no comments available for this review,2023-05-10,5,South Korea,,,False,Barcelona,top1,2023,May
Gabriela,There are no comments available for this review,2023-05-10,5,Czech Republic,,,False,Barcelona,top1,2023,May
Amélie,"The Sagrada Familia is magnificent, that's why I give it an average rating. It is not the place that is not good but your price, higher than on the Sagrada Familia site. Luckily I had a discount.",2023-05-10,2,France,Helpful,,True,Barcelona,top1,2023,May
Yue,"After asking two places, I didn't get a Chinese audio guide. The staff said that I shouldn't get my tickets here, so I gave up in the end.",2023-05-10,3,China,Helpful,,True,Barcelona,top1,2023,May
Isabella,Fantastic building with an incredible history into the present. Very good to be able to control the time on the guided tour yourself. I will definitely visit La Sagrada Familla again.,2023-05-10,5,Sweden,Helpful,,True,Barcelona,top1,2023,May
Marites,There are no comments available for this review,2023-05-10,2,Spain,,,False,Barcelona,top1,2023,May
Mariola,There are no comments available for this review,2023-05-10,4,Poland,,,False,Barcelona,top2,2023,May
Egidijus,There are no comments available for this review,2023-05-10,5,Lithuania,,,False,Barcelona,top2,2023,May
Anonymous,This magical park is a must-go. The park is huge and Gaudí’s design concepts are everywhere. I’m so moved🥹,2023-05-10,5,,Helpful,,True,Barcelona,top2,2023,May
Krijna,"You think of something in advance, but it was overwhelming, especially because you hear the story behind the construction of the Sagrada familia through the audio. It's a must have when you're in Barcelona!",2023-05-11,4,Netherlands,Helpful,,True,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-11,5,,,,False,Barcelona,top1,2023,May
Perez,There are no comments available for this review,2023-05-11,5,,,,False,Barcelona,top1,2023,May
Dave,Lots of people Not your average cathedral No old art works Just very modern sculptures and design Limited access to many parts Very crowded Very cold and empty compared to other cathedrals we visited Definitely a very unique design,2023-05-11,4,United States,Helpful,,False,Barcelona,top1,2023,May
Alesia,There are no comments available for this review,2023-05-11,5,Italy,,,False,Barcelona,top1,2023,May
Anonymous,Very beautiful original cathedral due to its architecture and its magnificent stained glass windows! Beautiful interior light!,2023-05-11,4,,Helpful,,True,Barcelona,top1,2023,May
Martin,There are no comments available for this review,2023-05-11,5,Czech Republic,,,False,Barcelona,top1,2023,May
Martin,There are no comments available for this review,2023-05-11,5,Slovakia,,,False,Barcelona,top1,2023,May
Martin,There are no comments available for this review,2023-05-11,5,Slovakia,,,False,Barcelona,top2,2023,May
Maryna,Having a good time. Interesting Facts. I really wanted to see the secrets hidden by the great architect. We were pleased with the excursion and were impressed by the brightness of the colors and the combination of shapes.,2023-05-12,5,Netherlands,Helpful,,True,Barcelona,top1,2023,May
Pascaline,There are no comments available for this review,2023-05-12,5,France,,,False,Barcelona,top1,2023,May
Dario,There are no comments available for this review,2023-05-12,4,Italy,,,False,Barcelona,top2,2023,May
Jelena,There are no comments available for this review,2023-05-12,4,Serbia,,,False,Barcelona,top2,2023,May
Martin,There are no comments available for this review,2023-05-12,4,Czech Republic,,,False,Barcelona,top2,2023,May
Harun,There are no comments available for this review,2023-05-12,4,,,,False,Barcelona,top2,2023,May
MARIETTA,Park Güell is worth visiting .. highly recommended to book here in Klook incase you will have a problem they are willing to assist you.,2023-05-12,5,,Helpful,,False,Barcelona,top2,2023,May
chung man,"not much thing to view.
the map there is not clear for tourists, better to do homework before go there",2023-05-12,3,,Helpful,,False,Barcelona,top2,2023,May
Jutta,It was a great experience. This sight is easy to explore with an audio guide. The recordings were very pleasant. You definitely have to take a look at the towers as they provide great views of the details.,2023-05-13,5,Germany,Helpful,,True,Barcelona,top1,2023,May
Francesca,There are no comments available for this review,2023-05-13,5,Italy,,,False,Barcelona,top1,2023,May
Franz,There are no comments available for this review,2023-05-13,4,Austria,,,False,Barcelona,top1,2023,May
Catherine,"We didn't have an audio guide, we had to use our phone, but without headphones it wasn't practical. A little disappointed.",2023-05-13,4,France,Helpful,,True,Barcelona,top1,2023,May
Iveta,"Sagrada Familia is TOP 1 in Barcelona! MUST SEE! It is jaw-dropping experience, both otside and inside. Buy a ticket to the guide tour inside,it is worth to see it! The staff was helpful and nice.",2023-05-13,5,Spain,Helpful,,True,Barcelona,top1,2023,May
JUNYONG,"I thought there wouldn't be many people because it was early on a weekday morning... I did more people-watching than at the park. Because there are so many people, you must make a reservation to enter the park... !",2023-05-13,4,,Helpful,,True,Barcelona,top2,2023,May
Franz,There are no comments available for this review,2023-05-13,4,Austria,,,False,Barcelona,top2,2023,May
Iveta,Park Guell is beautiful place to see. Nice walk in the park and amazing view to Barcelona and the sea.,2023-05-13,5,Czech Republic,Helpful,,True,Barcelona,top2,2023,May
Davide,There are no comments available for this review,2023-05-14,5,Italy,,,False,Barcelona,top1,2023,May
Michael,There are no comments available for this review,2023-05-14,5,United States,,,False,Barcelona,top1,2023,May
Guðrún,There are no comments available for this review,2023-05-14,5,,,,False,Barcelona,top1,2023,May
Luc,There are no comments available for this review,2023-05-14,4,Belgium,,,False,Barcelona,top1,2023,May
Zoltan,There are no comments available for this review,2023-05-14,5,Austria,,,False,Barcelona,top1,2023,May
Karina,There are no comments available for this review,2023-05-14,5,Argentina,,,False,Barcelona,top1,2023,May
Tomasz,"This is a must-see in Barcelona. Formalities and security carried out as at the airport. The interior is stunning and colorful light shines through the stained glass windows, with wonderful effects. Artificial white light illuminates the entire space. But for the best effect, choose a sunny day - it's essential. The height and space are impressive. We walked around the exhibition together for 2 hours. The stained glass window with the inscription Częstochowa and the Polish words of the Our Father prayer written in many languages ​​were pleasant for us. This is the most beautiful place in Barcelona from the outside, its height and the surrounding buildings in a small square enhance the impression of slenderness, soaring, wonderful architecture",2023-05-14,5,Spain,Helpful,,True,Barcelona,top1,2023,May
Magdalena,Beautiful place. But this is the second time I've been to this park and the weather is terrible 🥹,2023-05-14,5,Poland,Helpful,,True,Barcelona,top2,2023,May
Federico,There are no comments available for this review,2023-05-14,4,Italy,,,False,Barcelona,top2,2023,May
Shiuann Guey,Quite a scenic spot. Last min booking within the day and just show QR for entry,2023-05-14,4,,Helpful,,False,Barcelona,top2,2023,May
Kari,There are no comments available for this review,2023-05-15,5,,,,False,Barcelona,top1,2023,May
Jose,There are no comments available for this review,2023-05-15,4,Netherlands,,,False,Barcelona,top1,2023,May
Alessia,There are no comments available for this review,2023-05-15,5,Spain,,,False,Barcelona,top1,2023,May
DENISE,There are no comments available for this review,2023-05-15,5,United Kingdom,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-15,5,,,,False,Barcelona,top1,2023,May
Gerson,There are no comments available for this review,2023-05-15,5,Italy,,,False,Barcelona,top1,2023,May
Vasilios,A must see venue!!,2023-05-15,5,United States,Helpful,,False,Barcelona,top2,2023,May
ROSE,I wasn't provided a qr code. Therefore I wasn't able to get in there. I still didn't get an answer to my complaint.,2023-05-15,1,United States,Helpful,,False,Barcelona,top2,2023,May
Alessia,There are no comments available for this review,2023-05-15,5,Spain,,,False,Barcelona,top2,2023,May
Laura,There are no comments available for this review,2023-05-15,5,Italy,,,False,Barcelona,top2,2023,May
lisetta,Very good,2023-05-16,5,Italy,Helpful,,True,Barcelona,top1,2023,May
Yara,"If you go to Barcelona, ​​you definitely need to visit this place! It's incredible!!! Unique experience.",2023-05-16,5,Brazil,Helpful,,True,Barcelona,top1,2023,May
Marco Giorgio,There are no comments available for this review,2023-05-16,5,Italy,,,False,Barcelona,top1,2023,May
Garcia,There are no comments available for this review,2023-05-16,2,,,,False,Barcelona,top1,2023,May
Anonymous,Too expensive and unsatisfactory because I couldn't enable listening on the app,2023-05-16,3,,Helpful,,True,Barcelona,top1,2023,May
Richard,This is the crown jewel of tours. If you are in Barcelona it is a must. We got there for the opening at 9 am and for over an hour there was not crowd in the Church It is the most amazing spectacle. The staff were great and answered questions and assisted where necessary.,2023-05-16,5,United States,Helpful,,False,Barcelona,top1,2023,May
Claudine,There are no comments available for this review,2023-05-16,3,France,,,False,Barcelona,top2,2023,May
Haňule,There are no comments available for this review,2023-05-16,5,United States,,,False,Barcelona,top2,2023,May
Anonymous,"Fuss free, just scan QR at entrance. We started from the top of the park and slowly walked down. Highly recommend to purchase this in advance as we saw some visitors unable to buy the tickets on the day itself and could not visit the park.",2023-05-16,5,,Helpful,,False,Barcelona,top2,2023,May
Maria,Great.,2023-05-17,5,Spain,Helpful,,True,Barcelona,top1,2023,May
Anonymous,"Our entry was delayed a little as our tickets had to be printed, but this was soon rectified.",2023-05-17,5,,Helpful,,False,Barcelona,top1,2023,May
Genevieve,"The app didn't work, we were finally lent audio guides",2023-05-17,5,Belgium,Helpful,,True,Barcelona,top1,2023,May
Robbert,Never book this attraction by booking.com. The charge you an extra 30% fee towards the original site of the Sagrada Familia,2023-05-17,4,Netherlands,Helpful,,True,Barcelona,top1,2023,May
GEMMA,There are no comments available for this review,2023-05-17,5,Spain,,,False,Barcelona,top1,2023,May
Angélique,There are no comments available for this review,2023-05-17,5,Luxembourg,,,False,Barcelona,top1,2023,May
Anonymous,You can walk a longer distance uphill to the park. There are also climbs in the park. Access to the park with a pre-purchased ticket is effortless.,2023-05-17,4,,Helpful,,True,Barcelona,top2,2023,May
lisetta,Very good,2023-05-17,5,Italy,Helpful,,True,Barcelona,top2,2023,May
Kotchakon,There are no comments available for this review,2023-05-17,5,Sweden,,,False,Barcelona,top2,2023,May
TING YU,"The park is on a hillside overlooking Barcelona. Gaudi's works are equally original and unforgettable. There are many people on holidays, so it is better to go in the morning.",2023-05-17,5,,Helpful,,True,Barcelona,top2,2023,May
Dana,There are no comments available for this review,2023-05-18,4,Sweden,,,False,Barcelona,top1,2023,May
Didier,It's the most beautiful thing I've ever seen in my Globe Trotter life,2023-05-18,5,France,Helpful,,True,Barcelona,top1,2023,May
Anonymous,Tickets purchased in advance facilitate entry.,2023-05-18,3,,Helpful,,True,Barcelona,top1,2023,May
Nicusor,There are no comments available for this review,2023-05-18,5,Romania,,,False,Barcelona,top2,2023,May
Tibor,Tickets for entering the park could be bought without problems at the entrances to the park,2023-05-18,5,Slovakia,Helpful,,True,Barcelona,top2,2023,May
Jettie,There are no comments available for this review,2023-05-18,4,Netherlands,,,False,Barcelona,top2,2023,May
Maureen,"An architectural masterpiece-if you’re in Barcelona, why wouldn’t you make every attempt to see it? You’ll never see anything else like it anywhere.",2023-05-19,5,Canada,Helpful,,False,Barcelona,top1,2023,May
Sandra,Fantastic cathedral worth a visit,2023-05-19,5,United Kingdom,Helpful,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-19,1,,,,False,Barcelona,top1,2023,May
Anonymous,Brilliant,2023-05-19,5,,Helpful,,False,Barcelona,top1,2023,May
Annick,Perfect in every way,2023-05-19,5,France,Helpful,,True,Barcelona,top1,2023,May
Kadi,There are no comments available for this review,2023-05-19,5,Estonia,,,False,Barcelona,top1,2023,May
ISABELLE,There are no comments available for this review,2023-05-19,5,France,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-19,3,,,,False,Barcelona,top1,2023,May
Olga,There are no comments available for this review,2023-05-19,5,Czech Republic,,,False,Barcelona,top1,2023,May
Antonia,There are no comments available for this review,2023-05-19,5,Bulgaria,,,False,Barcelona,top1,2023,May
Greg,A must see attraction if visiting Barcelona.,2023-05-19,5,United Kingdom,Helpful,,False,Barcelona,top1,2023,May
Maria,Everything is fine with the purchase. Sending the voucher and entering the venue Everything ok. It is worth it.,2023-05-19,5,Spain,Helpful,,True,Barcelona,top2,2023,May
Michael,"It is a long cab ride from the city. We waited where we, and others, thought was the entrance but was actually the exit so we’d were on time but last to be admitted. Staff were not friendly or helpful and there is no signage in English. The park was magnificent.",2023-05-19,5,Australia,Helpful,,False,Barcelona,top2,2023,May
Topi-Toplica,Park Güell takes a lot of time and the right team.,2023-05-19,4,Switzerland,Helpful,,True,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-19,5,,,,False,Barcelona,top2,2023,May
Anonymous,"The park designed by Gaudi has a different impression from the architectural complex. It seems that it was originally planned to become a residential area, but when I visited, I was able to fully enjoy Gaudi's world.
Imagine if what Gaudi had in mind had come true as planned... I wish I had seen that.",2023-05-19,4,,Helpful,,True,Barcelona,top2,2023,May
Antonia,There are no comments available for this review,2023-05-19,5,Bulgaria,,,False,Barcelona,top2,2023,May
Maurizio,Location worth visiting for its particularity. I recommend purchasing tickets online in advance because admission is limited and there are many visitors,2023-05-19,4,Italy,Helpful,,True,Barcelona,top2,2023,May
Dawn,There are no comments available for this review,2023-05-20,5,United Kingdom,,,False,Barcelona,top1,2023,May
Vladimir,There are no comments available for this review,2023-05-20,5,Czech Republic,,,False,Barcelona,top1,2023,May
Crizaldo,Amazing experience. we were so lucky to get into a mass. The entry to Sagrada is 33 euros and you can attend the mass for free located in the crypt. ⭐️⭐️⭐️⭐️⭐️,2023-05-20,5,Australia,Helpful,,False,Barcelona,top1,2023,May
Dana,"Fascinating experience of light, colors, space and great organ playing. It was worth standing in line. Dana from Prague",2023-05-20,5,Czech Republic,Helpful,,True,Barcelona,top1,2023,May
vinitha,There are no comments available for this review,2023-05-20,5,Germany,,,False,Barcelona,top1,2023,May
Verena,There are no comments available for this review,2023-05-20,5,Germany,,,False,Barcelona,top1,2023,May
NATHALIE,"After several stays in Barcelona, ​​we finally visited the Sagrada Familia. And it really should be done, the interior is great and surprising.",2023-05-20,5,France,Helpful,,True,Barcelona,top1,2023,May
Lindsay,Very busy attraction but well organised,2023-05-20,4,United Kingdom,Helpful,,False,Barcelona,top1,2023,May
ELBAZ,There are no comments available for this review,2023-05-20,4,Israel,,,False,Barcelona,top2,2023,May
Nancy,Beautiful park nice trails. I would highly recommend.,2023-05-20,5,United States,Helpful,,False,Barcelona,top2,2023,May
Noemi,There are no comments available for this review,2023-05-20,5,Netherlands,,,False,Barcelona,top2,2023,May
Maureen,"Extraordinary-if you like mosaics, or Art & architecture in general, you shouldn’t miss this. Very glad we went early & was perhaps less busy.",2023-05-20,5,Canada,Helpful,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-21,5,,,,False,Barcelona,top1,2023,May
MYRIAM,Magical visit to an exceptional place It is a bright and welcoming work of art where you want to relax,2023-05-21,5,France,Helpful,,True,Barcelona,top1,2023,May
Marise,There are no comments available for this review,2023-05-21,5,New Zealand,,,False,Barcelona,top1,2023,May
KARINE,Much too expensive to just see the heart of the church! To go to the towers you still have to pay extra!,2023-05-21,3,France,Helpful,,True,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-21,5,,,,False,Barcelona,top1,2023,May
Sandrine,There are no comments available for this review,2023-05-21,5,France,,,False,Barcelona,top1,2023,May
Marie-Helene,There are no comments available for this review,2023-05-21,5,France,,,False,Barcelona,top1,2023,May
Jérôme,"The Sagrada Familia is a magnificent masterpiece which deserves all the special attention with the explanations that go with it. This is why we found it very interesting to visit it with an audio guide. However, this did not work despite several attempts.",2023-05-21,3,France,Helpful,,True,Barcelona,top1,2023,May
KONSTANTINOS,There are no comments available for this review,2023-05-21,4,Germany,,,False,Barcelona,top2,2023,May
singh,There are no comments available for this review,2023-05-21,5,,,,False,Barcelona,top2,2023,May
Céline,There are no comments available for this review,2023-05-21,5,France,,,False,Barcelona,top2,2023,May
Fernanda,"The place is amazing but without wi-fi you can't download the guide to your phone, so I would strongly recommend a guided tour with Sagrada Familia personel. The general workers are rude and not helpful, although you kind of forget that with such an amazing monument.",2023-05-22,2,,Helpful,,False,Barcelona,top1,2023,May
Anonymous,"An absolute must to go into this Church ; guaranteed to amaze you, and perhaps it also helps to explain the exterior. Wonderful .",2023-05-22,5,,Helpful,,False,Barcelona,top1,2023,May
Thomas,There are no comments available for this review,2023-05-22,5,Germany,,,False,Barcelona,top1,2023,May
Sandra,An easy bus ride from our hotel to guell park. Easy entrance. Lovely to wander around. Not terribly well sign posted and there were no maps in English although they had French or German! Overall a pleasant morning there.,2023-05-22,4,United Kingdom,Helpful,,False,Barcelona,top2,2023,May
IOANNA,There are no comments available for this review,2023-05-22,5,,,,False,Barcelona,top2,2023,May
Philipp,"Totally overcrowded, barriers on the terrace only occasionally allowed people to use them. Long queues. Very disappointing. Musicians and salespeople everywhere selling annoying stuff.",2023-05-22,2,Germany,Helpful,,True,Barcelona,top2,2023,May
Anonymous,"We arrived by accident to a side entrance, no one told us what to do and where to go, so we missed the hole experience, did not manage to go inside at the right time, it was thousands of people queeing up so we missed our time spot. Overall it was really disappointing and confusing.",2023-05-22,1,,Helpful,,True,Barcelona,top2,2023,May
Paola,There are no comments available for this review,2023-05-22,4,Switzerland,,,False,Barcelona,top2,2023,May
Vladimir,There are no comments available for this review,2023-05-22,5,Czech Republic,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-23,5,,,,False,Barcelona,top1,2023,May
cristina,There are no comments available for this review,2023-05-23,5,Portugal,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-23,5,,,,False,Barcelona,top1,2023,May
Monica,There are no comments available for this review,2023-05-23,5,Italy,,,False,Barcelona,top1,2023,May
Nouria,There are no comments available for this review,2023-05-23,5,France,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-23,3,,,,False,Barcelona,top2,2023,May
Anonymous,The voucher is clear and convenient. The distance is a little further than the city. Friends who want to go may want to consider it.,2023-05-23,5,,Helpful,,True,Barcelona,top2,2023,May
Jozsef,There are no comments available for this review,2023-05-24,5,,,,False,Barcelona,top1,2023,May
Susan,There are no comments available for this review,2023-05-24,5,Spain,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-24,5,,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-24,4,,,,False,Barcelona,top1,2023,May
Graciela,There are no comments available for this review,2023-05-24,5,Philippines,,,False,Barcelona,top1,2023,May
Simona,There are no comments available for this review,2023-05-24,4,Italy,,,False,Barcelona,top1,2023,May
Anonymous,"Fuss free entry, just had to scan QR code prior to entry.",2023-05-24,5,,Helpful,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-25,5,,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-25,5,,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-25,5,,,,False,Barcelona,top1,2023,May
Francesca,There are no comments available for this review,2023-05-25,5,Italy,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-25,5,,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-25,1,,,,False,Barcelona,top1,2023,May
Jaromír,Exceptionally,2023-05-25,5,Czech Republic,Helpful,,True,Barcelona,top1,2023,May
Tom,Definitely worth it. We were there in May and it was not very busy then. There was a long queue just to see the inside of the house.,2023-05-25,5,Belgium,Helpful,,True,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-25,5,,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-25,5,,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-25,1,,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-26,1,,,,False,Barcelona,top1,2023,May
Susanna,There are no comments available for this review,2023-05-26,5,Spain,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-26,5,,,,False,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-26,3,,,,False,Barcelona,top1,2023,May
Peter,There are no comments available for this review,2023-05-26,4,Spain,,,False,Barcelona,top2,2023,May
Matthias,There are no comments available for this review,2023-05-26,4,Germany,,,False,Barcelona,top2,2023,May
IVANICE,There are no comments available for this review,2023-05-26,5,,,,False,Barcelona,top2,2023,May
Andrea letizia,There are no comments available for this review,2023-05-26,5,Italy,,,False,Barcelona,top2,2023,May
laura,There are no comments available for this review,2023-05-27,5,Italy,,,False,Barcelona,top1,2023,May
Ting Wei,"It's not far from the city and is easily accessible by bus. Gaudí’s brightly colored outdoor designs look great in the sun and are easy to photograph. The whole journey takes about more than an hour. It was 3 pm on the day we went, and the tickets were already sold out. When booking tickets on klook, you can enter directly by showing the QR code, which is super convenient!",2023-05-27,5,,Helpful,,True,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-27,5,,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-27,4,,,,False,Barcelona,top2,2023,May
Anonymous,So glad I bought this ticket in advance as queue was super long at famous attraction like this. Go early morning to avoid crowd and wear a pair of comfy shoes as the park is huge!,2023-05-27,5,,Helpful,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-27,1,,,,False,Barcelona,top2,2023,May
Marie Cherrylen,Hassle free. A must see during visit in Barcelona.  Big Park.,2023-05-27,5,,Helpful,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-28,5,,,,False,Barcelona,top1,2023,May
YUN YING,It’s really convenient to buy tickets in advance. You can just scan the tickets and enter directly when you arrive at the venue.,2023-05-28,5,,Helpful,,True,Barcelona,top2,2023,May
Ana,There are no comments available for this review,2023-05-28,4,Portugal,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-29,5,,,,False,Barcelona,top1,2023,May
Laura,By bus you can get there in 30/40 minutes maximum from Plaza Catalunya. It leaves every 10 minutes. The ticket can be bought directly in cash or by card directly on the bus. Super easy,2023-05-29,5,Italy,Helpful,,True,Barcelona,top2,2023,May
Bernard,I was in a wheelchair and everything went well,2023-05-30,5,France,Helpful,,True,Barcelona,top1,2023,May
Anonymous,There are no comments available for this review,2023-05-30,4,,,,False,Barcelona,top1,2023,May
hui hsin,There are no comments available for this review,2023-05-30,5,,,,False,Barcelona,top1,2023,May
Tony,There are no comments available for this review,2023-05-30,5,France,,,False,Barcelona,top2,2023,May
Mertens,There are no comments available for this review,2023-05-30,5,Belgium,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-30,4,,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-30,5,,,,False,Barcelona,top2,2023,May
Rosalie,"very nice hassle free booking. only qr or booking confirmation is required and you are good to
go.
will definitey book again",2023-05-30,5,,Helpful,,False,Barcelona,top2,2023,May
LUIS,"Everything good, between quickly and without problems.",2023-05-31,5,Mexico,Helpful,,True,Barcelona,top1,2023,May
Judit,"I really liked it, although there were many people, but it was enjoyable. You need a separate ticket to the tower, unfortunately we couldn't go up there because all the tickets were sold out.",2023-05-31,5,Spain,Helpful,,True,Barcelona,top1,2023,May
Anonymous,"Very convenient way to buy tickets
You can spend a whole morning walking around slowly
very relaxing place",2023-05-31,5,,Helpful,,True,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-05-31,4,,,,False,Barcelona,top2,2023,May
M. GLORIA,There are no comments available for this review,2023-05-31,5,Spain,,,False,Barcelona,top2,2023,May
Ariel,There are no comments available for this review,2023-05-31,5,Romania,,,False,Barcelona,top2,2023,May
Anonymous,There are no comments available for this review,2023-06-01,5,,,,False,Barcelona,top1,2023,June
tatiana,There are no comments available for this review,2023-06-01,5,Israel,,,False,Barcelona,top1,2023,June
Carolina,There are no comments available for this review,2023-06-01,5,Spain,,,False,Barcelona,top1,2023,June
Anonymous,"very good experience in here, have a wonderful view for my wonderful day",2023-06-01,5,,Helpful,,False,Barcelona,top2,2023,June
tatiana,There are no comments available for this review,2023-06-01,5,Israel,,,False,Barcelona,top2,2023,June
HUI YUAN,"This park is on a mountain and requires a lot of hard work to reach. From the highest point of the park, you can see downtown Barcelona and the Sagrada Familia, which is beautiful! The park is huge and perfect for walking and relaxing!",2023-06-01,5,,Helpful,,True,Barcelona,top2,2023,June
Anonymous,There are no comments available for this review,2023-06-02,5,,,,False,Barcelona,top1,2023,June
