Reviewer_Name,Review_Body,Review_Date,Rating,Country,Helpful_Tag,Travel Category,Require_Translate,City,Attraction_Rank,Is_Commented,Sentiment_Score,Year_Month
Anonymous,There are no comments available for this review,2023-05-27,5,,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Anonymous,There are no comments available for this review,2023-05-27,4,,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Anonymous,So glad I bought this ticket in advance as queue was super long at famous attraction like this. Go early morning to avoid crowd and wear a pair of comfy shoes as the park is huge!,2023-05-27,5,,Helpful,,False,Barcelona,top2,True,0.9199,2023-05
Anonymous,There are no comments available for this review,2023-05-27,1,,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Marie Cherrylen,Hassle free. A must see during visit in Barcelona.  Big Park.,2023-05-27,5,,Helpful,,False,Barcelona,top2,True,0.5106,2023-05
Anonymous,There are no comments available for this review,2023-05-28,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-05
YUN YING,It’s really convenient to buy tickets in advance. You can just scan the tickets and enter directly when you arrive at the venue.,2023-05-28,5,,Helpful,,True,Barcelona,top2,True,0.0,2023-05
Ana,There are no comments available for this review,2023-05-28,4,Portugal,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Anonymous,There are no comments available for this review,2023-05-29,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-05
Laura,By bus you can get there in 30/40 minutes maximum from Plaza Catalunya. It leaves every 10 minutes. The ticket can be bought directly in cash or by card directly on the bus. Super easy,2023-05-29,5,Italy,Helpful,,True,Barcelona,top2,True,0.7783,2023-05
Bernard,I was in a wheelchair and everything went well,2023-05-30,5,France,Helpful,,True,Barcelona,top1,True,0.2732,2023-05
Anonymous,There are no comments available for this review,2023-05-30,4,,,,False,Barcelona,top1,False,0.5069174783641891,2023-05
hui hsin,There are no comments available for this review,2023-05-30,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-05
Tony,There are no comments available for this review,2023-05-30,5,France,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Mertens,There are no comments available for this review,2023-05-30,5,Belgium,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Anonymous,There are no comments available for this review,2023-05-30,4,,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Anonymous,There are no comments available for this review,2023-05-30,5,,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Rosalie,"very nice hassle free booking. only qr or booking confirmation is required and you are good to
go.
will definitey book again",2023-05-30,5,,Helpful,,False,Barcelona,top2,True,0.861,2023-05
LUIS,"Everything good, between quickly and without problems.",2023-05-31,5,Mexico,Helpful,,True,Barcelona,top1,True,0.6319,2023-05
Judit,"I really liked it, although there were many people, but it was enjoyable. You need a separate ticket to the tower, unfortunately we couldn't go up there because all the tickets were sold out.",2023-05-31,5,Spain,Helpful,,True,Barcelona,top1,True,0.4208,2023-05
Anonymous,"Very convenient way to buy tickets
You can spend a whole morning walking around slowly
very relaxing place",2023-05-31,5,,Helpful,,True,Barcelona,top2,True,0.5413,2023-05
Anonymous,There are no comments available for this review,2023-05-31,4,,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
M. GLORIA,There are no comments available for this review,2023-05-31,5,Spain,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Ariel,There are no comments available for this review,2023-05-31,5,Romania,,,False,Barcelona,top2,False,0.5069174783641891,2023-05
Anonymous,There are no comments available for this review,2023-06-01,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
tatiana,There are no comments available for this review,2023-06-01,5,Israel,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Carolina,There are no comments available for this review,2023-06-01,5,Spain,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,"very good experience in here, have a wonderful view for my wonderful day",2023-06-01,5,,Helpful,,False,Barcelona,top2,True,0.8908,2023-06
tatiana,There are no comments available for this review,2023-06-01,5,Israel,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
HUI YUAN,"This park is on a mountain and requires a lot of hard work to reach. From the highest point of the park, you can see downtown Barcelona and the Sagrada Familia, which is beautiful! The park is huge and perfect for walking and relaxing!",2023-06-01,5,,Helpful,,True,Barcelona,top2,True,0.9244,2023-06
Anonymous,There are no comments available for this review,2023-06-02,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Eva,There are no comments available for this review,2023-06-02,5,Sweden,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Nicole,There are no comments available for this review,2023-06-02,4,Germany,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
anna maria,There are no comments available for this review,2023-06-02,5,Italy,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Karsten,There are no comments available for this review,2023-06-02,5,Germany,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Nane,There are no comments available for this review,2023-06-02,5,Armenia,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-02,5,,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Carlo,There are no comments available for this review,2023-06-02,4,Italy,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
khalil,There are no comments available for this review,2023-06-02,4,Israel,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Éva,There are no comments available for this review,2023-06-02,5,Hungary,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Savus,There are no comments available for this review,2023-06-03,5,Romania,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
adam,There are no comments available for this review,2023-06-03,4,Israel,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Angela,"El acceso dentro del parque es difícil para aquellos padres q van con sus hijos en coches o carriolas, hay muchas escaleras y muchos tramos en piedra",2023-06-03,5,United States,Helpful,,False,Barcelona,top2,True,0.0,2023-06
Francoise,There are no comments available for this review,2023-06-03,5,France,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Po Yu,It gives people a way to get tickets. Gaudí’s architecture is an eye-opener and he deserves to be called “God’s architect”,2023-06-03,4,,Helpful,,True,Barcelona,top2,True,0.0,2023-06
KAIHSIANG,"The tickets are convenient and you can enter directly. The park occupies a large area, so you won’t feel crowded even if there are many people. You can overlook the entire Barcelona.",2023-06-03,5,,Helpful,,True,Barcelona,top2,True,0.0,2023-06
YEE LING,"One of the recommended itineraries in Barcelona, ​​Spain. Compared with other tourist spots, the tickets for Park Guell are very cheap and good. Such a different experience is worth the trip. You can go to the highest point to take pictures of the beautiful scenery of Spain. What a treat!",2023-06-03,5,,Helpful,,True,Barcelona,top2,True,0.9145,2023-06
Duygu,There are no comments available for this review,2023-06-04,5,Turkey,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
CAROLE,Very complicated when you are not an internet specialist.....,2023-06-04,1,France,Helpful,,True,Barcelona,top1,True,0.0,2023-06
Rehana,"Was very easy to get in, however some staff did not know where to send pre-booked ticket holders. Once inside did not get audio guide, was told to download and use own headphones. Venue itself was the most amazing and beautiful place.",2023-06-04,5,United Kingdom,Helpful,,False,Barcelona,top1,True,0.9091,2023-06
Oksana,There are no comments available for this review,2023-06-04,5,Israel,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
De Cooman,There are no comments available for this review,2023-06-04,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-04,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Duygu,There are no comments available for this review,2023-06-04,5,Turkey,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Anonymous,"Nothing special, the entrance ticket is too expensive for what you get.",2023-06-04,2,,Helpful,,True,Barcelona,top2,True,-0.3089,2023-06
hee young,Just buy an admission ticket and show your QR to use it right away.,2023-06-04,5,,Helpful,,True,Barcelona,top2,True,0.0,2023-06
Anonymous,There are no comments available for this review,2023-06-04,5,,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-04,5,,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Frances,Beautiful place.Everything has a meaning.Enjoyed it.Gaudi was inspired.As a Christian I enjoyed the symbolism,2023-06-05,5,South Africa,Helpful,,False,Barcelona,top1,True,0.802,2023-06
Rita,Great experience to see such a fantastic building from the inside. With prebooked tickets access is easy.,2023-06-05,5,Australia,Helpful,,False,Barcelona,top1,True,0.891,2023-06
Gabriela,"For older people (and even those with hearing aids), the whole process of handling the audio guide on a cell phone is very cumbersome and difficult to use. It would be nice if these old, large and easy-to-use self-guide devices still existed on site.",2023-06-05,4,Switzerland,Helpful,,True,Barcelona,top1,True,0.0094,2023-06
Fachola,nice for a maximum of 1 hour walk,2023-06-05,4,,Helpful,,True,Barcelona,top1,True,0.4215,2023-06
Rita,I enjoyed very much walking through the park. I took 2 1/2 hours to fully experience this great place. I arrived early (10am) to avoid crowds of people. But once the buses arrive that is impossible.,2023-06-05,5,Australia,Helpful,,False,Barcelona,top2,True,0.565,2023-06
Anonymous,"A must do when coming to Barcelona! The buses are very convenient and easy to get too. Make sure you bring a hat, water and maybe a snack!",2023-06-05,5,,Helpful,,False,Barcelona,top2,True,0.7225,2023-06
MARINA,There are no comments available for this review,2023-06-05,4,Belgium,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
KUANYIN,"With beautiful architecture and park views, it is recommended to avoid hot weather. It is very convenient to purchase tickets in advance.",2023-06-05,5,,Helpful,,True,Barcelona,top2,True,0.5423,2023-06
Anonymous,"The ticket purchased online could not be downloaded. No entry without a ticket. Finally, a nice employee printed out the ticket for me. That took at least 40 minutes.",2023-06-06,3,,Helpful,,True,Barcelona,top1,True,0.5702,2023-06
Linda,There are no comments available for this review,2023-06-06,5,Spain,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Philippe,There are no comments available for this review,2023-06-07,5,Switzerland,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Bernd,There are no comments available for this review,2023-06-07,5,Germany,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-07,4,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Ralf,There are no comments available for this review,2023-06-07,5,Germany,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Elisabetta,There are no comments available for this review,2023-06-07,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Paola,The Sagrada Familia is beautiful to move,2023-06-08,5,Italy,Helpful,,True,Barcelona,top1,True,0.5994,2023-06
Valentin,There are no comments available for this review,2023-06-08,5,Romania,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
JOHN,There are no comments available for this review,2023-06-08,4,United States,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Yan,"Great experience! If we had not booked the tickets at 1:15 noon on June 6 through booking, we would have missed the Sagrada Familia. We did not use the audio guide.",2023-06-08,5,Spain,Helpful,,True,Barcelona,top1,True,0.4926,2023-06
Anonymous,Just amazing!,2023-06-08,5,,Helpful,,False,Barcelona,top1,True,0.6239,2023-06
Paola,"Park Guell is beautiful! We reached it having to climb several steps and very steep climbs, I struggled a lot... but then the attraction was all downhill. The park has multiple entrances, we entered from the upper part and the structures remain in the lower part of the park.",2023-06-08,5,Italy,Helpful,,True,Barcelona,top2,True,0.5334,2023-06
Thomas,There are no comments available for this review,2023-06-08,5,Germany,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Kachaber,There are no comments available for this review,2023-06-08,5,Spain,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
John,"When we got there, they did not acknowledge her ticket, and it took about 30 minutes of haggling to finally be allowed admission. It’s a very steep uphill walk from the metro, and I was very thirsty. There was no place at all inside the park to even get a bottle of water not a good experience.",2023-06-08,2,United States,Helpful,,False,Barcelona,top2,True,-0.5583,2023-06
Maria,There are no comments available for this review,2023-06-08,5,United Kingdom,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
ezio,There are no comments available for this review,2023-06-09,4,Italy,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-09,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anna,"The Sagrada was a bit of a disappointment, the Cathedral of St. was much more beautiful. Eulalia But it's still worth watching",2023-06-09,4,Poland,Helpful,,True,Barcelona,top1,True,0.4208,2023-06
Lucie,There are no comments available for this review,2023-06-09,5,France,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,The ticket I bought did not allow me to climb in the towers - this should have been indicated to me while purchasing the ticket,2023-06-09,1,,Helpful,,False,Barcelona,top1,True,-0.1695,2023-06
ezio,There are no comments available for this review,2023-06-09,4,Italy,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Ina,There are no comments available for this review,2023-06-09,5,Germany,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Tomasz,"I was there 5 times, and once again everything was Great💪🏼",2023-06-09,4,Poland,Helpful,,True,Barcelona,top2,True,0.6249,2023-06
AGRIPPINA,"The staff was very rude, my husband touched the ticket machine and an employee asked him why he is touching the machine, that he shouldn’t touch it and to go away, go away, go away… And she was very hostile",2023-06-09,3,Greece,Helpful,,True,Barcelona,top2,True,-0.734,2023-06
Anonymous,"Magnificent, not to be missed!",2023-06-10,4,,Helpful,,True,Barcelona,top1,True,0.7253,2023-06
Chantal,Tremendous ! Magnificent! But it's annoying that there is no audio guide independent of our phones: this considerably reduces our phone battery even though we need it as a phone and as a camera (and videos)...,2023-06-10,5,France,Helpful,,True,Barcelona,top1,True,-0.6536,2023-06
Bruno,There are no comments available for this review,2023-06-10,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-10,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Lina Mercedes,There are no comments available for this review,2023-06-10,5,Spain,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Goga,There are no comments available for this review,2023-06-10,3,Croatia,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-10,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Mgr.Blanka,"Definitely one of hers from Barcelona. Full of people at any time of the day, but excellent organization on site despite the number of people. It is a good idea to buy tickets in advance, otherwise you may not get inside. Beautiful, definitely worth a visit.",2023-06-10,5,Czech Republic,Helpful,,True,Barcelona,top1,True,0.9021,2023-06
Noreen,There are no comments available for this review,2023-06-10,4,Norway,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Frédéric,There are no comments available for this review,2023-06-10,5,New Caledonia,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Mgr.Blanka,"I don't know why the tickets are for a certain time. We arrived at 11 a.m. and the park was packed. We didn't enjoy cramming among the visitors at the viewpoints, waiting everywhere for everyone to take a picture, the organization in the park is bad. It's a shame, otherwise it's beautiful.",2023-06-10,4,Czech Republic,Helpful,,True,Barcelona,top2,True,-0.4986,2023-06
Anonymous,There are no comments available for this review,2023-06-11,2,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Tracey,There are no comments available for this review,2023-06-11,5,Australia,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Christian,Importen to let that shall bring you own headset etc. Along,2023-06-11,5,Denmark,Helpful,,False,Barcelona,top1,True,0.0,2023-06
eric,A must see,2023-06-11,5,France,Helpful,,True,Barcelona,top2,True,0.0,2023-06
Chantale,I didn't like this park. There's not much to see. The view of the city is not spectacular.,2023-06-11,2,Spain,Helpful,,True,Barcelona,top2,True,-0.2755,2023-06
Dan,There are no comments available for this review,2023-06-11,4,Germany,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Catalin,There are no comments available for this review,2023-06-11,5,Belgium,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Sándor,There are no comments available for this review,2023-06-11,3,Hungary,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Cara,It’s a must visit!,2023-06-12,5,United Kingdom,Helpful,,False,Barcelona,top1,True,0.0,2023-06
Rubén,"Apart from the visit itself, the best thing was the availability of entry when it was impossible through other platforms. Totally recommended: an agile, dynamic, very interesting and quality visit.",2023-06-12,5,Spain,Helpful,,True,Barcelona,top1,True,0.8976,2023-06
Thomas,No timely entry without online tickets. Use audio guide with earphones. Unfortunately a bit busy and too loud. Definitely worth seeing!!!🤓,2023-06-12,5,France,Helpful,,True,Barcelona,top1,True,-0.4724,2023-06
Lucie,There are no comments available for this review,2023-06-12,4,Czech Republic,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Luis,"A beautiful and enchanting place if it weren't for the constant crowd of people that make it impossible to see the beauty of the work. Difficult to access location, just one bathroom and no water points. There was only water for sale by street vendors in the area. Support staff only at the entrance gates.",2023-06-12,4,Portugal,Helpful,,True,Barcelona,top2,True,0.7717,2023-06
Anonymous,"It's crowded, but it's highly recommended. It's better to take the bus. You can get off near the door. The subway has to walk for 20 minutes uphill and can kill people. It's a very interesting place.",2023-06-12,5,,Helpful,,True,Barcelona,top2,True,0.5146,2023-06
Radim,"The staff was at the main entrance very helpfull, because we haven´t e-ticket in our mobile phone and they helped us to find our payment in database. Maybe, the ticket office should be available for older people without options for on line ticket sales/you need smart phone, QR applications and internetbanking..../,it is not very easy for everyone.",2023-06-12,4,Czech Republic,Helpful,,True,Barcelona,top2,True,0.0199,2023-06
SUMI,I used it comfortably. Entry is only possible on time.,2023-06-12,5,,Helpful,,True,Barcelona,top2,True,0.4215,2023-06
Ildikó,There are no comments available for this review,2023-06-12,5,Slovakia,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-12,5,,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Bartlomiej,There are no comments available for this review,2023-06-13,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Luis,"A must visit. A beautiful place. Lots of security, which makes us feel calm. Negative point, only 2 points of sale of drinks, and the water was exhausted at the end of the morning and was not replenished.",2023-06-13,4,Portugal,Helpful,,True,Barcelona,top1,True,0.34,2023-06
Serge,There are no comments available for this review,2023-06-13,5,France,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,"A magnificent experience, I recommend the audio guide which immerses us in the atmosphere and don’t forget your headphones",2023-06-13,5,,Helpful,,True,Barcelona,top1,True,0.6705,2023-06
Simone,There are no comments available for this review,2023-06-13,5,Italy,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
chen yu,"Remember to take the bus to the top and then walk down, it will be easier!",2023-06-13,5,,Helpful,,True,Barcelona,top2,True,0.5983,2023-06
Alexandra,"Excellent tour and lots of nature, art 🎨. Unforgettable visit. ♥️♥️♥️😍😍😍😍😍😍😍😍🎇🎇🎇🎇🎊🌹🌹🌹🌹🌹🌹",2023-06-13,5,Portugal,Helpful,,True,Barcelona,top2,True,0.9908,2023-06
Benita,It was incredibly powerful and excellent guidance in Swedish!,2023-06-14,5,Sweden,Helpful,,True,Barcelona,top1,True,0.81,2023-06
ELENA,"As soon as we arrived, we didn't know where to enter... there are 4 entrances A, B, C, D and the right one is C, so don't queue in vain! the visit was really exciting, the audio guide was very useful and we didn't want to leave anymore... wonderful...",2023-06-14,5,Italy,Helpful,,True,Barcelona,top1,True,0.9175,2023-06
Alice,There are no comments available for this review,2023-06-14,4,Italy,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Valeria Pignardelli,"The Sagrada Familia is something magnificent. It's worth going to see it. Be careful, however, if you buy tickets from Booking, at the beginning it tells you that entry to the towers is included in the ticket, then after purchase it says that it is no longer included.",2023-06-14,3,Italy,Helpful,,True,Barcelona,top1,True,0.6369,2023-06
Imma,"An impressive, unique piece of architecture, with a positive charisma. Definitely don't miss it!",2023-06-14,5,Germany,Helpful,,True,Barcelona,top1,True,0.8843,2023-06
Anonymous,There are no comments available for this review,2023-06-14,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Alice,There are no comments available for this review,2023-06-14,3,Italy,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Kolařík,There are no comments available for this review,2023-06-14,5,Czech Republic,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Gica Daniela,There are no comments available for this review,2023-06-14,5,Romania,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
João,There are no comments available for this review,2023-06-14,5,Portugal,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Dorina,There are no comments available for this review,2023-06-15,5,Romania,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-15,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Alberto,There are no comments available for this review,2023-06-15,5,Australia,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
laura,"Fabulous experience, unreal, unforgettable, a must for any tourist in Barcelona",2023-06-15,5,Spain,Helpful,,False,Barcelona,top1,True,0.5267,2023-06
Anonymous,There are no comments available for this review,2023-06-15,4,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-15,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Oleksandr,There are no comments available for this review,2023-06-15,5,Czech Republic,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-15,4,,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Brian Tsun Yin,"Easy ticket purchase and redeem by QR code right at one of the entrance. Expect some hike to get to the entrance, and the ticket could have provided clearer directions to the entrance.",2023-06-15,4,,Helpful,,False,Barcelona,top2,True,0.4404,2023-06
concetta,There are no comments available for this review,2023-06-15,5,Italy,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
CHUN FAI,"We fai.lok.mode went to Zorba Serona Guell Park this time in Spain.
We just bought tickets because we mainly visited and took photos.
Barcelona Guell Park is a big place and you can explore around it.
The most beautiful platform is right before leaving the park, a must-see location!",2023-06-15,5,,Helpful,,True,Barcelona,top2,True,0.6689,2023-06
Alain,Unable to download the ticket on the smartphone. No link to download the audio guide.,2023-06-16,2,France,Helpful,,True,Barcelona,top1,True,-0.296,2023-06
Gianluca,There are no comments available for this review,2023-06-16,3,Italy,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Niyati,There are no comments available for this review,2023-06-16,5,India,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Angela,Lugar magico que no te puedes perder por nada del mundo si vistas Barcelona,2023-06-16,5,United States,Helpful,,False,Barcelona,top1,True,-0.296,2023-06
Esther,"Another Gaudi masterpiece; although Park Guell comes in third place for me after Sagrada & Casa Batllo. Again, his use of curves, geometry and tren cardis is lovely to behold.. a photographer’s haven! The crowd though is not. Book an off peak timing (like 9:30am if you can wake up early).",2023-06-16,5,,Helpful,,False,Barcelona,top2,True,0.8932,2023-06
Sim,"Beautiful place , suitable for family with kids …….",2023-06-16,5,,Helpful,,False,Barcelona,top2,True,0.5994,2023-06
José,There are no comments available for this review,2023-06-17,5,France,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Anonymous,There are no comments available for this review,2023-06-17,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Martin,"After connecting to the free WIFI of the Sagrada Familia, everything went smoothly. The whole experience was totally fulfilling. Thank you for a wonderful tour.",2023-06-17,5,France,Helpful,,False,Barcelona,top1,True,0.8683,2023-06
emma,A must see! No queue with an advanced ticket purchase. Very clean and lots of staff on hand to help and answer questions. We bought the ticket with the downloadable guide and it was really informative and easy to follow,2023-06-17,5,United Kingdom,Helpful,,False,Barcelona,top1,True,0.9032,2023-06
Melanie,"Awesome place to visit, jawdropping beauty! Make sure your phone is fully charged because the audio is an app you have to download on your phone and it uses up a lot of data and battery.",2023-06-17,4,France,Helpful,,False,Barcelona,top1,True,0.8555,2023-06
Jovan,There isn't much to see. You can take three photos and that's it.,2023-06-17,1,Austria,Helpful,,True,Barcelona,top2,True,0.0,2023-06
Galina,"Very nice! Huge, you will also find some street artists, among the best parks seen",2023-06-17,5,Italy,Helpful,,True,Barcelona,top2,True,0.8797,2023-06
Gergő,There are no comments available for this review,2023-06-17,5,Hungary,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Steve,This is a must see while in Barcelona. Definitely best to book on line as tickets and amount people can stop entry. Book for as earliest time as crowds soon build up. The subway gets you directly to the location Sagrada Familia station. Also book for Guell park as this can also be sold out. Steve,2023-06-18,5,Spain,Helpful,,False,Barcelona,top1,True,0.6908,2023-06
Anonymous,There are no comments available for this review,2023-06-18,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Braun,There are no comments available for this review,2023-06-18,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Níels,"Encourage everyone to check out this park, but a gem is at the main exit",2023-06-18,5,Iceland,Helpful,,True,Barcelona,top2,True,0.2846,2023-06
Anonymous,There are no comments available for this review,2023-06-18,1,,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Christina,"Amazing place to visit, enjoyed every part of it. A must see when you're in Barcelona",2023-06-19,5,Australia,Helpful,,False,Barcelona,top1,True,0.7964,2023-06
Danicia,A very nice experience. Seamless entry!,2023-06-19,5,United Kingdom,Helpful,,False,Barcelona,top1,True,0.5244,2023-06
Anonymous,There are no comments available for this review,2023-06-19,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Paola,"La Sagrada is fantastic, but I think it was too crowded despite booking in advance. This allowed for a somewhat hasty visit",2023-06-19,4,Italy,Helpful,,True,Barcelona,top1,True,0.3182,2023-06
Anonymous,"It’s a must but I find it expensive for what it is but still, a magnificent, unique place!",2023-06-19,4,,Helpful,,True,Barcelona,top1,True,0.7678,2023-06
Artur,I recommend a visit to Park Guell,2023-06-19,5,Poland,Helpful,,True,Barcelona,top2,True,0.3612,2023-06
pintula,"You should reserve in advance to save time. And all the activities in Barcelona, ​​if you go to the event you like, are sold out.",2023-06-19,5,,Helpful,,True,Barcelona,top2,True,0.6908,2023-06
pintula,"You should reserve in advance to save time. And every activity in Barcelona, ​​if you go to the event you like, will be sold out.

Beware of mooks, criminals say bird droppings have fallen and crowd in to help wipe them up. to pickpocket",2023-06-19,5,,Helpful,,True,Barcelona,top2,True,0.296,2023-06
Thomas,There are no comments available for this review,2023-06-19,5,United States,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
Lisa,"Our luggage was stolen from our hire car in a parking area 2 minutes walk from the entrance. Everything taken. Known area apparently but no sign of any police, security or cameras to protect tourists. Shameful and will never visit the city again",2023-06-19,1,United Kingdom,Helpful,,False,Barcelona,top2,True,-0.4019,2023-06
Man Kit,"It is a certain distance from the city center, and you have to keep going up the mountain on the way, which will be quite hard. There are too many people at the attractions, making it difficult to take pictures. If you want to go, you should go when the doors are the earliest and no one is around, so you can experience it better first.",2023-06-19,4,,Helpful,,True,Barcelona,top2,True,0.4033,2023-06
Reinhold,A super nice and remarkable experience,2023-06-20,5,Germany,Helpful,,True,Barcelona,top1,True,0.8834,2023-06
Cecilia,There are no comments available for this review,2023-06-20,5,Argentina,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Estelle,Very good on the other hand the installation of the audio guide not easy to set up on the laptop a hostess helped us,2023-06-20,4,France,Helpful,,True,Barcelona,top1,True,0.6107,2023-06
Andre,The church is simply fantastic.,2023-06-20,5,Austria,Helpful,,True,Barcelona,top1,True,0.5574,2023-06
Michael,There are no comments available for this review,2023-06-20,5,Israel,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Sonja,The audio accompaniment was great - you move independently through and around the cathedral and get a lot of information about the building and history that you would not have learned without the accompaniment.,2023-06-20,5,Germany,Helpful,,True,Barcelona,top1,True,0.6249,2023-06
Anonymous,There are no comments available for this review,2023-06-20,5,,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Francoise,There are no comments available for this review,2023-06-20,5,France,,,False,Barcelona,top1,False,0.5069174783641891,2023-06
Tiziano,There are no comments available for this review,2023-06-20,5,Italy,,,False,Barcelona,top2,False,0.5069174783641891,2023-06
